model,dataset,question_id,question,sql_time_s,nlp_time_s,total_time_s,gpu_energy_j,total_energy_j,avg_power_w,carbon_gco2eq,generated_at
deepseek-r1:7b,finance_economics,question_11,"Number of days which the closing price is higher than the open price of Dow Jones, S&P 500, NASDAQ",0.0502,59.213,59.2632,0.0,481.3759,8.12,53.4863,2025-11-26 15:10:16
deepseek-r1:7b,finance_economics,question_12,The annual consumer spending from 2000 to 2008,0.0459,50.8105,50.8564,0.0,506.6532,9.96,56.2948,2025-11-26 15:11:07
deepseek-r1:7b,finance_economics,question_13,The annual growth rate of consumer confidence index from 2000 to 2008,0.0522,355.1393,355.1915,0.0,3452.7861,9.72,383.6429,2025-11-26 15:17:02
deepseek-r1:7b,finance_economics,question_14,Ratio of days having negative gdp growth to total days,0.0618,98.9762,99.038,0.0,919.0753,9.28,102.1194,2025-11-26 15:18:42
deepseek-r1:7b,finance_economics,question_15,The average bankruptcy rate and M&A deals by year,0.0557,138.0096,138.0653,0.0,1319.8215,9.56,146.6468,2025-11-26 15:21:00
deepseek-r1:7b,finance_economics,question_16,Number of days where the gdp growth is negative,0.0795,135.0116,135.0911,0.0,1103.7042,8.17,122.6338,2025-11-26 15:23:15
deepseek-r1:7b,finance_economics,question_17,"Average monthly trading volume of NASDAQ, S&P 500, Dow Jones",0.0472,145.4459,145.4931,0.0,1274.766,8.76,141.6407,2025-11-26 15:25:41
deepseek-r1:7b,finance_economics,question_18,Which year has the highest average consumer confidence index?,0.0631,85.8273,85.8904,0.0,694.1835,8.08,77.1315,2025-11-26 15:27:07
deepseek-r1:7b,finance_economics,question_19,The annual average venture capital funding by year,0.0586,86.1537,86.2123,0.0,772.3217,8.96,85.8135,2025-11-26 15:28:33
deepseek-r1:7b,finance_economics,question_2,"The open price, close price, trading volume of Feb 20, 2000",0.0718,148.5767,148.6485,0.0,1522.3625,10.24,169.1514,2025-11-26 15:31:02
deepseek-r1:7b,finance_economics,question_20,The ratio of government debt to consumer spending by year,0.0682,93.4465,93.5147,0.0,662.1793,7.08,73.5755,2025-11-26 15:32:36
deepseek-r1:7b,finance_economics,question_21,Average gold price by year,0.0618,90.9293,90.9911,0.0,808.9281,8.89,89.8809,2025-11-26 15:34:07
deepseek-r1:7b,finance_economics,question_22,"2008 was the year of global financial crisis. Evaluate some indicators that signaled this recession, and propose a risk mitigation strategy for stock investing",0.0526,100.3456,100.3982,0.0,903.4579,9.0,100.3842,2025-11-26 15:35:48
deepseek-r1:7b,finance_economics,question_23,Does government debt effect GDP growth? Analyze the given data and recommend policymakers on how to create positive gdp growth,0.0727,159.7521,159.8248,0.0,1458.0797,9.12,162.0089,2025-11-26 15:38:28
deepseek-r1:7b,finance_economics,question_24,Low interest rate leads to risky money flow into stock and consumer spending. Evaluate the data to verify the accuracy of this statement. ,0.0593,109.4005,109.4598,0.0,906.6142,8.28,100.7349,2025-11-26 15:40:17
deepseek-r1:7b,finance_economics,question_25,"Analyze the past performance of all the asset types, stock, commodity, real estate, forex and propose which type of asset is worth to invest in based on investors' risk apetite",0.0607,101.2403,101.301,0.0,737.758,7.28,81.9732,2025-11-26 15:41:59
deepseek-r1:7b,finance_economics,question_26,Evaluate the relationship between inflation rate and consumer spending,0.0583,166.976,167.0343,0.0,1596.9016,9.56,177.4335,2025-11-26 15:44:46
deepseek-r1:7b,finance_economics,question_27,"Which stock indexes should investors invest in? Analyze NASDAQ, S&P 500, Dow Jones performances",0.0525,104.2915,104.344,0.0,839.0583,8.04,93.2287,2025-11-26 15:46:31
deepseek-r1:7b,finance_economics,question_28,"What is the relationship between interest rate, unemployment rate and corporate profits? Propose strategy for policymakers to promote corporate activities",0.0618,110.8446,110.9064,0.0,896.0747,8.08,99.5639,2025-11-26 15:48:22
deepseek-r1:7b,finance_economics,question_29,"venture capital funding is private fundraising, wheras stock index activities is public fundraising. Which fundraising channel is more active in US, explain the reasons",0.0607,99.6666,99.7273,0.0,913.3389,9.16,101.4821,2025-11-26 15:50:02
deepseek-r1:7b,finance_economics,question_3,"The gold price, crude oil price, real estate index of Jan 1, 2008",0.1982,93.1379,93.3361,0.0,764.509,8.19,84.9454,2025-11-26 15:51:35
deepseek-r1:7b,finance_economics,question_30,"Recommend asset classes to invest when the USD currency is appreciated, and when it is depreciated",0.0627,105.5748,105.6375,0.0,790.2785,7.48,87.8087,2025-11-26 15:53:21
deepseek-r1:7b,finance_economics,question_31,"When it is best to invest in real estate in terms of interest rate environment, stock performance and unemployment context?",0.0618,63.3163,63.3781,0.0,471.659,7.44,52.4066,2025-11-26 15:54:25
deepseek-r1:7b,finance_economics,question_4,"The consumer confidence index of 24 December, 2007",0.0572,80.3678,80.425,0.0,903.8441,11.24,100.4271,2025-11-26 15:55:46
deepseek-r1:7b,finance_economics,question_5,"The date, stock index on which stock index reached the highest Daily High",0.0773,62.0922,62.1695,0.0,609.4906,9.8,67.7211,2025-11-26 15:56:48
deepseek-r1:7b,finance_economics,question_6,"The date, gold price, crude oil price and gdp growth where unemployment rate reached the highest",0.0581,87.747,87.8051,0.0,986.9508,11.24,109.6612,2025-11-26 15:58:16
deepseek-r1:7b,finance_economics,question_7,"The date, forex US/EUR, US/JPY where gdp growth is negative",0.0608,132.1004,132.1612,0.0,1046.7575,7.92,116.3064,2025-11-26 16:00:28
deepseek-r1:7b,finance_economics,question_8,The date where trading volumne is the largest,0.0766,103.4305,103.5071,0.0,1068.1998,10.32,118.6888,2025-11-26 16:02:12
deepseek-r1:7b,finance_economics,question_9,"The date, consumer confidence index, consumer spending where the bankruptcy rate is highest",0.0636,122.5556,122.6192,0.0,912.6052,7.44,101.4006,2025-11-26 16:04:15
deepseek-r1:7b,global_development,question_1,What is the digital readiness score of South Asia in 2020?,0.0868,91.9643,92.0511,0.0,1031.142,11.2,114.5714,2025-11-26 16:05:47
deepseek-r1:7b,global_development,question_10,What is the unemployment rate of US in 2020?,0.0923,81.4257,81.518,0.0,642.8795,7.89,71.431,2025-11-26 16:07:09
deepseek-r1:7b,global_development,question_11,To what extent has the world's GDP per capita grown between 2000 and 2020?,0.0597,90.1505,90.2102,0.0,703.6589,7.8,78.1843,2025-11-26 16:08:39
deepseek-r1:7b,global_development,question_12,What is the average economic opportunity index of low and indebt countries?,0.0597,84.4615,84.5212,0.0,622.2239,7.36,69.136,2025-11-26 16:10:04
deepseek-r1:7b,global_development,question_13,How many countries has the gdp per capita lower than the world in 2019?,0.0511,136.3579,136.409,0.0,1069.5002,7.84,118.8333,2025-11-26 16:12:21
deepseek-r1:7b,global_development,question_14,Which country has the highest health expenditure per capita in 2020?,0.0537,69.4548,69.5085,0.0,500.6566,7.2,55.6285,2025-11-26 16:13:30
deepseek-r1:7b,global_development,question_15,How many countries are in lower middle income group as in 2020?,0.054,98.9002,98.9542,0.0,783.6649,7.92,87.0738,2025-11-26 16:15:09
deepseek-r1:7b,global_development,question_16,What is the average digital readiness score of high income countries in 2019?,0.1782,112.1468,112.325,0.0,1184.4239,10.54,131.6027,2025-11-26 16:17:02
deepseek-r1:7b,global_development,question_17,Which country has the lowest global resilience score?,0.0841,115.0982,115.1823,0.0,1234.9356,10.72,137.2151,2025-11-26 16:18:57
deepseek-r1:7b,global_development,question_18,What is the highest energy per capita score in 2020? In which country,0.13,69.8823,70.0123,0.0,564.0376,8.06,62.6708,2025-11-26 16:20:07
deepseek-r1:7b,global_development,question_19,What country has the longest period of deflation? Deflation is known as when the inflation is negative,0.0618,50.2352,50.297,0.0,428.9776,8.53,47.6642,2025-11-26 16:20:58
deepseek-r1:7b,global_development,question_2,Country with the highest global development resilience score in 2020,0.0554,127.0336,127.089,0.0,1077.7505,8.48,119.75,2025-11-26 16:23:05
deepseek-r1:7b,global_development,question_20,Which country has the highest gdp per capita among lower middle income group?,0.0581,87.4071,87.4652,0.0,734.9583,8.4,81.662,2025-11-26 16:24:33
deepseek-r1:7b,global_development,question_21,Number of countries have higher economic opportunity than the world,0.0452,93.0138,93.059,0.0,692.4148,7.44,76.935,2025-11-26 16:26:06
deepseek-r1:7b,global_development,question_22,"Looking at the green transition score of all the countries and regions over the years, what is the common patterns?",0.0601,139.9825,140.0426,0.0,1226.94,8.76,136.3267,2025-11-26 16:28:26
deepseek-r1:7b,global_development,question_23,Explain for me the correlations of human development index and gdp per capita,0.057,82.097,82.154,0.0,598.038,7.28,66.4487,2025-11-26 16:29:49
deepseek-r1:7b,global_development,question_24,Evaluate the differences in digital readiness of South Asia compared to Europe region,0.0453,171.2845,171.3298,0.0,1357.1318,7.92,150.7924,2025-11-26 16:32:40
deepseek-r1:7b,global_development,question_25,Is there any correlation between governance quality and digital readiness score of South Asia?,0.0469,158.7388,158.7857,0.0,1194.1848,7.52,132.6872,2025-11-26 16:35:19
deepseek-r1:7b,global_development,question_26,Does the school enrolment in secondary affect the HDI in South Asia?,0.0472,115.8755,115.9227,0.0,876.4622,7.56,97.3847,2025-11-26 16:37:16
deepseek-r1:7b,global_development,question_27,What is the relationship of the FDI percentage of gdp and economic grow in middle and low income group?,0.0591,212.6656,212.7247,0.0,1489.2756,7.0,165.4751,2025-11-26 16:40:48
deepseek-r1:7b,global_development,question_28,"Compare the economic opportunity index of high income, middlie income groups and the world",0.0477,147.7831,147.8308,0.0,1182.937,8.0,131.4375,2025-11-26 16:43:17
deepseek-r1:7b,global_development,question_29,Is the weather vulnerability related to the child mortality in high income country?,0.0528,48.509,48.5618,0.0,318.6138,6.56,35.4015,2025-11-26 16:44:05
deepseek-r1:7b,global_development,question_3,What is the human development index score of Vietnam in 2019?,0.0391,304.6329,304.672,0.0,2729.8719,8.96,303.3191,2025-11-26 16:49:10
deepseek-r1:7b,global_development,question_30,Do countries with high weather vulnerability score have higher green transition scores? Explain for me the implication,0.0582,80.2203,80.2785,0.0,607.1011,7.56,67.4556,2025-11-26 16:50:31
deepseek-r1:7b,global_development,question_31,What is the relationship between unemployment rate and inflation of US through years?,0.056,139.3222,139.3782,0.0,1354.7405,9.72,150.5267,2025-11-26 16:52:50
deepseek-r1:7b,global_development,question_4,What is the inflation rate of Vietnam in 2009?,0.0753,126.912,126.9873,0.0,1087.066,8.56,120.7851,2025-11-26 16:54:58
deepseek-r1:7b,global_development,question_5,What is the unemployment rate of Europe region in 2008?,0.0833,78.8334,78.9167,0.0,732.6336,9.28,81.4037,2025-11-26 16:56:17
deepseek-r1:7b,global_development,question_6,What is the life expectancy of Japan in 2020?,0.0575,55.0612,55.1187,0.0,469.8302,8.52,52.2033,2025-11-26 16:57:12
deepseek-r1:7b,global_development,question_7,What is the economic opportunity index of indebt countries group in 2020?,0.0748,64.1258,64.2006,0.0,606.1166,9.44,67.3463,2025-11-26 16:58:16
deepseek-r1:7b,global_development,question_8,What is the gpd per capita of OECD group in 2019?,0.0745,126.9624,127.0369,0.0,1128.2214,8.88,125.3579,2025-11-26 17:00:24
deepseek-r1:7b,global_development,question_9,What is the green transition score of lower middle income group in 2020?,0.0677,116.3286,116.3963,0.0,1173.4371,10.08,130.3819,2025-11-26 17:02:20
deepseek-r1:7b,happiness_record,question_1,What is the positive affect of US in 2008?,0.0835,124.9393,125.0228,0.0,626.2539,5.01,69.5837,2025-11-26 17:04:25
deepseek-r1:7b,happiness_record,question_10,What is the Confidence In National Government of Singapore in 2022?,0.0383,59.8678,59.9061,0.0,304.4794,5.08,33.831,2025-11-26 17:05:26
deepseek-r1:7b,happiness_record,question_11,What is the average positive affect of all countries in 2008?,0.0477,96.4158,96.4635,0.0,544.2051,5.64,60.4672,2025-11-26 17:07:02
deepseek-r1:7b,happiness_record,question_12,What is the average life ladder of Asia countries in 2022?,0.0398,57.7762,57.816,0.0,286.9318,4.96,31.8813,2025-11-26 17:08:00
deepseek-r1:7b,happiness_record,question_13,Which country has the highest average long gdp per capita through years?,0.0407,79.4803,79.521,0.0,397.6523,5.0,44.1835,2025-11-26 17:09:20
deepseek-r1:7b,happiness_record,question_14,Which country has the lowest average social support score over years?,0.0406,48.852,48.8926,0.0,242.6966,4.96,26.9663,2025-11-26 17:10:09
deepseek-r1:7b,happiness_record,question_15,What is the average Healthy Life Expectancy At Birth of the world after 2020? ,0.0391,119.494,119.5331,0.0,612.1896,5.12,68.0211,2025-11-26 17:12:09
deepseek-r1:7b,happiness_record,question_16,Which country has the highest freedom to make choices index? What region is it from? ,0.0441,65.989,66.0331,0.0,372.4337,5.64,41.3815,2025-11-26 17:13:15
deepseek-r1:7b,happiness_record,question_17,How many countries have higher average generiosity over years compared to the world' average?,0.0424,148.3584,148.4008,0.0,813.2836,5.48,90.3649,2025-11-26 17:15:44
deepseek-r1:7b,happiness_record,question_18,Which region has the highest average perceptions of corruption?,0.0544,118.9623,119.0167,0.0,766.4217,6.44,85.158,2025-11-26 17:22:41
deepseek-r1:7b,happiness_record,question_19,Which country has the highest average negative affect in 2022? ,0.0541,108.6103,108.6644,0.0,1303.6372,12.0,144.8485,2025-11-26 17:29:27
deepseek-r1:7b,happiness_record,question_2,What is the life ladder of Vietnam in 2022?,0.2775,156.9449,157.2224,0.0,1362.2763,8.66,151.364,2025-11-26 17:32:05
deepseek-r1:7b,happiness_record,question_20,What is the average Confidence In National Government score of Vietnam over years?,0.0592,75.8597,75.9189,0.0,392.0686,5.16,43.5632,2025-11-26 17:33:21
deepseek-r1:7b,happiness_record,question_21,What are the countries having confidence in national goverment higher than world average in 2022?,0.1158,49.2993,49.4151,0.0,265.9024,5.38,29.5447,2025-11-26 17:34:11
deepseek-r1:7b,happiness_record,question_22,Interpret for me the current trend in positive affect of the world from 2008 to 2022?,0.0482,84.7636,84.8118,0.0,437.8259,5.16,48.6473,2025-11-26 17:35:36
deepseek-r1:7b,happiness_record,question_23,Comparing the life ladder of Asia and Europe to tell me which region is worth to live?,0.0532,111.2977,111.3509,0.0,552.4794,4.96,61.3866,2025-11-26 17:37:27
deepseek-r1:7b,happiness_record,question_24,Are countries with higher long gdp per capita likely to have higher positive effect over years? Comparing the data to evaluate ,0.0644,65.7981,65.8625,0.0,329.7809,5.01,36.6423,2025-11-26 17:38:33
deepseek-r1:7b,happiness_record,question_25,Does lack of social support lead to higher negative affect over years? ,0.0595,79.8669,79.9264,0.0,422.0754,5.28,46.8972,2025-11-26 17:39:53
deepseek-r1:7b,happiness_record,question_26,"Analyze the trend of Healthy Life Expectancy At Birth by region (Asia, Europe, North America)",0.0551,112.712,112.7671,0.0,667.6171,5.92,74.1797,2025-11-26 17:46:44
